run_id,prompt_id,language,variant_type,base_prompt,response_tokens,timestamp
run_20260316T175410_eb5c4a5b,92,en,context,when did king of the hill come out,18.0,2026-03-16T18:00:22.083659+00:00
run_20260316T175410_eb5c4a5b,92,en,short,when did king of the hill come out,64.0,2026-03-16T18:00:22.895073+00:00
run_20260316T175410_eb5c4a5b,93,en,base,what's the difference between supergirl and superwoman,64.0,2026-03-16T18:00:23.723936+00:00
run_20260316T175410_eb5c4a5b,93,en,paraphrase,what's the difference between supergirl and superwoman,64.0,2026-03-16T18:00:24.535996+00:00
run_20260316T175410_eb5c4a5b,93,en,instruction,what's the difference between supergirl and superwoman,64.0,2026-03-16T18:00:25.349249+00:00
run_20260316T175410_eb5c4a5b,93,en,context,what's the difference between supergirl and superwoman,64.0,2026-03-16T18:00:26.170333+00:00
run_20260316T175410_eb5c4a5b,93,en,short,what's the difference between supergirl and superwoman,64.0,2026-03-16T18:00:26.984423+00:00
run_20260316T175410_eb5c4a5b,94,en,base,who has been the youngest president of indian national congress,64.0,2026-03-16T18:00:27.804932+00:00
run_20260316T175410_eb5c4a5b,94,en,paraphrase,who has been the youngest president of indian national congress,64.0,2026-03-16T18:00:28.615063+00:00
run_20260316T175410_eb5c4a5b,94,en,instruction,who has been the youngest president of indian national congress,64.0,2026-03-16T18:00:29.466073+00:00
run_20260316T175410_eb5c4a5b,94,en,context,who has been the youngest president of indian national congress,64.0,2026-03-16T18:00:30.296310+00:00
run_20260316T175410_eb5c4a5b,94,en,short,who has been the youngest president of indian national congress,64.0,2026-03-16T18:00:31.148485+00:00
run_20260316T175410_eb5c4a5b,95,en,base,who plays the english teacher in the fosters,49.0,2026-03-16T18:00:31.857888+00:00
run_20260316T175410_eb5c4a5b,95,en,paraphrase,who plays the english teacher in the fosters,64.0,2026-03-16T18:00:32.683217+00:00
run_20260316T175410_eb5c4a5b,95,en,instruction,who plays the english teacher in the fosters,23.0,2026-03-16T18:00:33.207572+00:00
run_20260316T175410_eb5c4a5b,95,en,context,who plays the english teacher in the fosters,39.0,2026-03-16T18:00:33.847609+00:00
run_20260316T175410_eb5c4a5b,95,en,short,who plays the english teacher in the fosters,64.0,2026-03-16T18:00:34.669863+00:00
run_20260316T175410_eb5c4a5b,96,en,base,who wrote the book fifty shades of grey,64.0,2026-03-16T18:00:35.502240+00:00
run_20260316T175410_eb5c4a5b,96,en,paraphrase,who wrote the book fifty shades of grey,20.0,2026-03-16T18:00:36.033221+00:00
run_20260316T175410_eb5c4a5b,96,en,instruction,who wrote the book fifty shades of grey,45.0,2026-03-16T18:00:36.711757+00:00
run_20260316T175410_eb5c4a5b,96,en,context,who wrote the book fifty shades of grey,20.0,2026-03-16T18:00:37.245871+00:00
run_20260316T175410_eb5c4a5b,96,en,short,who wrote the book fifty shades of grey,64.0,2026-03-16T18:00:38.058077+00:00
run_20260316T175410_eb5c4a5b,97,en,base,who has the most money in the nba,64.0,2026-03-16T18:00:38.874183+00:00
run_20260316T175410_eb5c4a5b,97,en,paraphrase,who has the most money in the nba,64.0,2026-03-16T18:00:39.684969+00:00
run_20260316T175410_eb5c4a5b,97,en,instruction,who has the most money in the nba,64.0,2026-03-16T18:00:40.504094+00:00
run_20260316T175410_eb5c4a5b,97,en,context,who has the most money in the nba,64.0,2026-03-16T18:00:41.317954+00:00
run_20260316T175410_eb5c4a5b,97,en,short,who has the most money in the nba,64.0,2026-03-16T18:00:42.193060+00:00
run_20260316T175410_eb5c4a5b,98,en,base,who wrote the song i'm so glad,54.0,2026-03-16T18:00:42.935887+00:00
run_20260316T175410_eb5c4a5b,98,en,paraphrase,who wrote the song i'm so glad,56.0,2026-03-16T18:00:43.692483+00:00
run_20260316T175410_eb5c4a5b,98,en,instruction,who wrote the song i'm so glad,64.0,2026-03-16T18:00:44.531583+00:00
run_20260316T175410_eb5c4a5b,98,en,context,who wrote the song i'm so glad,64.0,2026-03-16T18:00:45.348371+00:00
run_20260316T175410_eb5c4a5b,98,en,short,who wrote the song i'm so glad,54.0,2026-03-16T18:00:46.084115+00:00
run_20260316T175410_eb5c4a5b,99,en,base,how do you find the volume of a container,64.0,2026-03-16T18:00:46.900114+00:00
run_20260316T175410_eb5c4a5b,99,en,paraphrase,how do you find the volume of a container,64.0,2026-03-16T18:00:47.712801+00:00
run_20260316T175410_eb5c4a5b,99,en,instruction,how do you find the volume of a container,64.0,2026-03-16T18:00:48.530575+00:00
run_20260316T175410_eb5c4a5b,99,en,context,how do you find the volume of a container,64.0,2026-03-16T18:00:49.351135+00:00
run_20260316T175410_eb5c4a5b,99,en,short,how do you find the volume of a container,64.0,2026-03-16T18:00:50.163386+00:00
run_20260316T175410_eb5c4a5b,0,es,base,what is the net worth of universal studios,64.0,2026-03-16T18:00:51.005873+00:00
run_20260316T175410_eb5c4a5b,0,es,paraphrase,what is the net worth of universal studios,64.0,2026-03-16T18:00:51.812462+00:00
run_20260316T175410_eb5c4a5b,0,es,instruction,what is the net worth of universal studios,64.0,2026-03-16T18:00:52.622632+00:00
run_20260316T175410_eb5c4a5b,0,es,context,what is the net worth of universal studios,64.0,2026-03-16T18:00:53.430156+00:00
run_20260316T175410_eb5c4a5b,0,es,short,what is the net worth of universal studios,64.0,2026-03-16T18:00:54.249778+00:00
run_20260316T175410_eb5c4a5b,1,es,base,when did the uk join the european union,64.0,2026-03-16T18:00:55.064425+00:00
run_20260316T175410_eb5c4a5b,1,es,paraphrase,when did the uk join the european union,64.0,2026-03-16T18:00:55.874640+00:00
run_20260316T175410_eb5c4a5b,1,es,instruction,when did the uk join the european union,64.0,2026-03-16T18:00:56.694689+00:00
run_20260316T175410_eb5c4a5b,1,es,context,when did the uk join the european union,64.0,2026-03-16T18:00:57.502948+00:00
run_20260316T175410_eb5c4a5b,1,es,short,when did the uk join the european union,64.0,2026-03-16T18:00:58.320808+00:00
run_20260316T175410_eb5c4a5b,2,es,base,dams on the missouri river in south dakota,64.0,2026-03-16T18:00:59.133005+00:00
run_20260316T175410_eb5c4a5b,2,es,paraphrase,dams on the missouri river in south dakota,64.0,2026-03-16T18:00:59.946030+00:00
run_20260316T175410_eb5c4a5b,2,es,instruction,dams on the missouri river in south dakota,64.0,2026-03-16T18:01:00.762994+00:00
run_20260316T175410_eb5c4a5b,2,es,context,dams on the missouri river in south dakota,64.0,2026-03-16T18:01:01.571031+00:00
run_20260316T175410_eb5c4a5b,2,es,short,dams on the missouri river in south dakota,64.0,2026-03-16T18:01:02.388587+00:00
run_20260316T175410_eb5c4a5b,3,es,base,who sings hot time summer in the city,32.0,2026-03-16T18:01:02.989430+00:00
run_20260316T175410_eb5c4a5b,3,es,paraphrase,who sings hot time summer in the city,64.0,2026-03-16T18:01:03.799305+00:00
run_20260316T175410_eb5c4a5b,3,es,instruction,who sings hot time summer in the city,64.0,2026-03-16T18:01:04.631816+00:00
run_20260316T175410_eb5c4a5b,3,es,context,who sings hot time summer in the city,49.0,2026-03-16T18:01:05.345793+00:00
run_20260316T175410_eb5c4a5b,3,es,short,who sings hot time summer in the city,64.0,2026-03-16T18:01:06.159839+00:00
run_20260316T175410_eb5c4a5b,4,es,base,who sings i just can't get enough,64.0,2026-03-16T18:01:06.964513+00:00
run_20260316T175410_eb5c4a5b,4,es,paraphrase,who sings i just can't get enough,64.0,2026-03-16T18:01:07.778974+00:00
run_20260316T175410_eb5c4a5b,4,es,instruction,who sings i just can't get enough,64.0,2026-03-16T18:01:08.596910+00:00
run_20260316T175410_eb5c4a5b,4,es,context,who sings i just can't get enough,64.0,2026-03-16T18:01:09.412780+00:00
run_20260316T175410_eb5c4a5b,4,es,short,who sings i just can't get enough,64.0,2026-03-16T18:01:10.230859+00:00
run_20260316T175410_eb5c4a5b,5,es,base,who sings the song some like it hot,64.0,2026-03-16T18:01:11.048912+00:00
run_20260316T175410_eb5c4a5b,5,es,paraphrase,who sings the song some like it hot,64.0,2026-03-16T18:01:11.862315+00:00
run_20260316T175410_eb5c4a5b,5,es,instruction,who sings the song some like it hot,64.0,2026-03-16T18:01:12.680490+00:00
run_20260316T175410_eb5c4a5b,5,es,context,who sings the song some like it hot,42.0,2026-03-16T18:01:13.344751+00:00
run_20260316T175410_eb5c4a5b,5,es,short,who sings the song some like it hot,64.0,2026-03-16T18:01:14.154110+00:00
run_20260316T175410_eb5c4a5b,6,es,base,who said you can't handle the truth,64.0,2026-03-16T18:01:14.971012+00:00
run_20260316T175410_eb5c4a5b,6,es,paraphrase,who said you can't handle the truth,64.0,2026-03-16T18:01:15.793536+00:00
run_20260316T175410_eb5c4a5b,6,es,instruction,who said you can't handle the truth,64.0,2026-03-16T18:01:16.602978+00:00
run_20260316T175410_eb5c4a5b,6,es,context,who said you can't handle the truth,64.0,2026-03-16T18:01:17.412830+00:00
run_20260316T175410_eb5c4a5b,6,es,short,who said you can't handle the truth,64.0,2026-03-16T18:01:18.228547+00:00
run_20260316T175410_eb5c4a5b,7,es,base,who is the character edward scissorhands based on,64.0,2026-03-16T18:01:19.039709+00:00
run_20260316T175410_eb5c4a5b,7,es,paraphrase,who is the character edward scissorhands based on,64.0,2026-03-16T18:01:19.852254+00:00
run_20260316T175410_eb5c4a5b,7,es,instruction,who is the character edward scissorhands based on,64.0,2026-03-16T18:01:20.670973+00:00
run_20260316T175410_eb5c4a5b,7,es,context,who is the character edward scissorhands based on,64.0,2026-03-16T18:01:21.485073+00:00
run_20260316T175410_eb5c4a5b,7,es,short,who is the character edward scissorhands based on,64.0,2026-03-16T18:01:22.303362+00:00
run_20260316T175410_eb5c4a5b,8,es,base,how many laps are in the indy 500,64.0,2026-03-16T18:01:23.110519+00:00
run_20260316T175410_eb5c4a5b,8,es,paraphrase,how many laps are in the indy 500,64.0,2026-03-16T18:01:23.921025+00:00
run_20260316T175410_eb5c4a5b,8,es,instruction,how many laps are in the indy 500,64.0,2026-03-16T18:01:24.736703+00:00
run_20260316T175410_eb5c4a5b,8,es,context,how many laps are in the indy 500,64.0,2026-03-16T18:01:25.564856+00:00
run_20260316T175410_eb5c4a5b,8,es,short,how many laps are in the indy 500,64.0,2026-03-16T18:01:26.393145+00:00
run_20260316T175410_eb5c4a5b,9,es,base,when does the winner of the alabama senate race take office,55.0,2026-03-16T18:01:27.141419+00:00
run_20260316T175410_eb5c4a5b,9,es,paraphrase,when does the winner of the alabama senate race take office,64.0,2026-03-16T18:01:27.957699+00:00
run_20260316T175410_eb5c4a5b,9,es,instruction,when does the winner of the alabama senate race take office,64.0,2026-03-16T18:01:28.770208+00:00
run_20260316T175410_eb5c4a5b,9,es,context,when does the winner of the alabama senate race take office,64.0,2026-03-16T18:01:29.597044+00:00
run_20260316T175410_eb5c4a5b,9,es,short,when does the winner of the alabama senate race take office,64.0,2026-03-16T18:01:30.411503+00:00
run_20260316T175410_eb5c4a5b,10,es,base,when does clay get killed on sons of anarchy,64.0,2026-03-16T18:01:31.222176+00:00
run_20260316T175410_eb5c4a5b,10,es,paraphrase,when does clay get killed on sons of anarchy,64.0,2026-03-16T18:01:32.035423+00:00
run_20260316T175410_eb5c4a5b,10,es,instruction,when does clay get killed on sons of anarchy,64.0,2026-03-16T18:01:32.854542+00:00
run_20260316T175410_eb5c4a5b,10,es,context,when does clay get killed on sons of anarchy,64.0,2026-03-16T18:01:33.670245+00:00
run_20260316T175410_eb5c4a5b,10,es,short,when does clay get killed on sons of anarchy,64.0,2026-03-16T18:01:34.478768+00:00
run_20260316T175410_eb5c4a5b,11,es,base,who played guitar on the monkees song valerie,64.0,2026-03-16T18:01:35.292332+00:00
run_20260316T175410_eb5c4a5b,11,es,paraphrase,who played guitar on the monkees song valerie,64.0,2026-03-16T18:01:36.109336+00:00
run_20260316T175410_eb5c4a5b,11,es,instruction,who played guitar on the monkees song valerie,64.0,2026-03-16T18:01:36.919496+00:00
run_20260316T175410_eb5c4a5b,11,es,context,who played guitar on the monkees song valerie,64.0,2026-03-16T18:01:37.744430+00:00
run_20260316T175410_eb5c4a5b,11,es,short,who played guitar on the monkees song valerie,64.0,2026-03-16T18:01:38.561791+00:00
run_20260316T175410_eb5c4a5b,12,es,base,who sang the original version of red red wine,64.0,2026-03-16T18:01:39.371045+00:00
run_20260316T175410_eb5c4a5b,12,es,paraphrase,who sang the original version of red red wine,64.0,2026-03-16T18:01:40.194042+00:00
run_20260316T175410_eb5c4a5b,12,es,instruction,who sang the original version of red red wine,64.0,2026-03-16T18:01:41.009925+00:00
run_20260316T175410_eb5c4a5b,12,es,context,who sang the original version of red red wine,52.0,2026-03-16T18:01:41.731105+00:00
run_20260316T175410_eb5c4a5b,12,es,short,who sang the original version of red red wine,64.0,2026-03-16T18:01:42.545306+00:00
run_20260316T175410_eb5c4a5b,13,es,base,who's face is on the $500 bill,64.0,2026-03-16T18:01:43.356295+00:00
run_20260316T175410_eb5c4a5b,13,es,paraphrase,who's face is on the $500 bill,64.0,2026-03-16T18:01:44.172617+00:00
run_20260316T175410_eb5c4a5b,13,es,instruction,who's face is on the $500 bill,64.0,2026-03-16T18:01:44.980988+00:00
run_20260316T175410_eb5c4a5b,13,es,context,who's face is on the $500 bill,57.0,2026-03-16T18:01:45.745148+00:00
run_20260316T175410_eb5c4a5b,13,es,short,who's face is on the $500 bill,20.0,2026-03-16T18:01:46.251937+00:00
run_20260316T175410_eb5c4a5b,14,es,base,who has the most hat tricks in champions league,64.0,2026-03-16T18:01:47.066140+00:00
run_20260316T175410_eb5c4a5b,14,es,paraphrase,who has the most hat tricks in champions league,64.0,2026-03-16T18:01:47.877130+00:00
run_20260316T175410_eb5c4a5b,14,es,instruction,who has the most hat tricks in champions league,64.0,2026-03-16T18:01:48.694867+00:00
run_20260316T175410_eb5c4a5b,14,es,context,who has the most hat tricks in champions league,24.0,2026-03-16T18:01:49.236073+00:00
run_20260316T175410_eb5c4a5b,14,es,short,who has the most hat tricks in champions league,64.0,2026-03-16T18:01:50.058262+00:00
run_20260316T175410_eb5c4a5b,15,es,base,when does the five nights at freddy's movie come out,27.0,2026-03-16T18:01:50.617590+00:00
run_20260316T175410_eb5c4a5b,15,es,paraphrase,when does the five nights at freddy's movie come out,64.0,2026-03-16T18:01:51.443573+00:00
run_20260316T175410_eb5c4a5b,15,es,instruction,when does the five nights at freddy's movie come out,64.0,2026-03-16T18:01:52.256499+00:00
run_20260316T175410_eb5c4a5b,15,es,context,when does the five nights at freddy's movie come out,35.0,2026-03-16T18:01:52.869199+00:00
run_20260316T175410_eb5c4a5b,15,es,short,when does the five nights at freddy's movie come out,43.0,2026-03-16T18:01:53.541836+00:00
run_20260316T175410_eb5c4a5b,16,es,base,where did the atacama desert get its name from,64.0,2026-03-16T18:01:54.354225+00:00
run_20260316T175410_eb5c4a5b,16,es,paraphrase,where did the atacama desert get its name from,64.0,2026-03-16T18:01:55.171068+00:00
run_20260316T175410_eb5c4a5b,16,es,instruction,where did the atacama desert get its name from,64.0,2026-03-16T18:01:55.980260+00:00
run_20260316T175410_eb5c4a5b,16,es,context,where did the atacama desert get its name from,60.0,2026-03-16T18:01:56.766516+00:00
run_20260316T175410_eb5c4a5b,16,es,short,where did the atacama desert get its name from,64.0,2026-03-16T18:01:57.583835+00:00
run_20260316T175410_eb5c4a5b,17,es,base,what song was number one on august 30 1998,64.0,2026-03-16T18:01:58.394521+00:00
run_20260316T175410_eb5c4a5b,17,es,paraphrase,what song was number one on august 30 1998,64.0,2026-03-16T18:01:59.214207+00:00
run_20260316T175410_eb5c4a5b,17,es,instruction,what song was number one on august 30 1998,64.0,2026-03-16T18:02:00.024062+00:00
run_20260316T175410_eb5c4a5b,17,es,context,what song was number one on august 30 1998,38.0,2026-03-16T18:02:00.663687+00:00
run_20260316T175410_eb5c4a5b,17,es,short,what song was number one on august 30 1998,64.0,2026-03-16T18:02:01.481169+00:00
run_20260316T175410_eb5c4a5b,18,es,base,who sang splish splash i was taking a bath,64.0,2026-03-16T18:02:02.287188+00:00
run_20260316T175410_eb5c4a5b,18,es,paraphrase,who sang splish splash i was taking a bath,64.0,2026-03-16T18:02:03.101232+00:00
run_20260316T175410_eb5c4a5b,18,es,instruction,who sang splish splash i was taking a bath,64.0,2026-03-16T18:02:03.913059+00:00
run_20260316T175410_eb5c4a5b,18,es,context,who sang splish splash i was taking a bath,64.0,2026-03-16T18:02:04.734625+00:00
run_20260316T175410_eb5c4a5b,18,es,short,who sang splish splash i was taking a bath,64.0,2026-03-16T18:02:05.547706+00:00
run_20260316T175410_eb5c4a5b,19,es,base,has a host team ever won the memorial cup,64.0,2026-03-16T18:02:06.358584+00:00
run_20260316T175410_eb5c4a5b,19,es,paraphrase,has a host team ever won the memorial cup,64.0,2026-03-16T18:02:07.171697+00:00
run_20260316T175410_eb5c4a5b,19,es,instruction,has a host team ever won the memorial cup,64.0,2026-03-16T18:02:07.984818+00:00
run_20260316T175410_eb5c4a5b,19,es,context,has a host team ever won the memorial cup,40.0,2026-03-16T18:02:08.629498+00:00
run_20260316T175410_eb5c4a5b,19,es,short,has a host team ever won the memorial cup,64.0,2026-03-16T18:02:09.443124+00:00
run_20260316T175410_eb5c4a5b,20,es,base,what is the tallest ride at kings island,52.0,2026-03-16T18:02:10.172144+00:00
run_20260316T175410_eb5c4a5b,20,es,paraphrase,what is the tallest ride at kings island,57.0,2026-03-16T18:02:10.954802+00:00
run_20260316T175410_eb5c4a5b,20,es,instruction,what is the tallest ride at kings island,58.0,2026-03-16T18:02:11.728427+00:00
run_20260316T175410_eb5c4a5b,20,es,context,what is the tallest ride at kings island,48.0,2026-03-16T18:02:12.427943+00:00
run_20260316T175410_eb5c4a5b,20,es,short,what is the tallest ride at kings island,38.0,2026-03-16T18:02:14.394226+00:00
run_20260316T175410_eb5c4a5b,21,es,base,what are the three symbols for 1 2 and 3 in the mayan number system,64.0,2026-03-16T18:02:15.204849+00:00
run_20260316T175410_eb5c4a5b,21,es,paraphrase,what are the three symbols for 1 2 and 3 in the mayan number system,64.0,2026-03-16T18:02:16.025495+00:00
run_20260316T175410_eb5c4a5b,21,es,instruction,what are the three symbols for 1 2 and 3 in the mayan number system,64.0,2026-03-16T18:02:16.841277+00:00
run_20260316T175410_eb5c4a5b,21,es,context,what are the three symbols for 1 2 and 3 in the mayan number system,64.0,2026-03-16T18:02:17.659610+00:00
run_20260316T175410_eb5c4a5b,21,es,short,what are the three symbols for 1 2 and 3 in the mayan number system,64.0,2026-03-16T18:02:18.472924+00:00
run_20260316T175410_eb5c4a5b,22,es,base,who controls the house robots in robot wars,64.0,2026-03-16T18:02:19.287941+00:00
run_20260316T175410_eb5c4a5b,22,es,paraphrase,who controls the house robots in robot wars,64.0,2026-03-16T18:02:20.100941+00:00
run_20260316T175410_eb5c4a5b,22,es,instruction,who controls the house robots in robot wars,64.0,2026-03-16T18:02:20.915948+00:00
run_20260316T175410_eb5c4a5b,22,es,context,who controls the house robots in robot wars,64.0,2026-03-16T18:02:21.736180+00:00
run_20260316T175410_eb5c4a5b,22,es,short,who controls the house robots in robot wars,64.0,2026-03-16T18:02:22.545285+00:00
run_20260316T175410_eb5c4a5b,23,es,base,who sang there's no business like show business,64.0,2026-03-16T18:02:23.362279+00:00
run_20260316T175410_eb5c4a5b,23,es,paraphrase,who sang there's no business like show business,64.0,2026-03-16T18:02:24.174510+00:00
run_20260316T175410_eb5c4a5b,23,es,instruction,who sang there's no business like show business,64.0,2026-03-16T18:02:24.988805+00:00
run_20260316T175410_eb5c4a5b,23,es,context,who sang there's no business like show business,52.0,2026-03-16T18:02:25.711329+00:00
run_20260316T175410_eb5c4a5b,23,es,short,who sang there's no business like show business,64.0,2026-03-16T18:02:26.522774+00:00
run_20260316T175410_eb5c4a5b,24,es,base,who does the world war 2 memorial honor,64.0,2026-03-16T18:02:27.334513+00:00
run_20260316T175410_eb5c4a5b,24,es,paraphrase,who does the world war 2 memorial honor,64.0,2026-03-16T18:02:28.148682+00:00
run_20260316T175410_eb5c4a5b,24,es,instruction,who does the world war 2 memorial honor,64.0,2026-03-16T18:02:28.968264+00:00
run_20260316T175410_eb5c4a5b,24,es,context,who does the world war 2 memorial honor,64.0,2026-03-16T18:02:29.781475+00:00
run_20260316T175410_eb5c4a5b,24,es,short,who does the world war 2 memorial honor,64.0,2026-03-16T18:02:30.596028+00:00
run_20260316T175410_eb5c4a5b,25,es,base,which division of the and stimulates the secretion of hormones by the adrenal medulla,64.0,2026-03-16T18:02:31.410303+00:00
run_20260316T175410_eb5c4a5b,25,es,paraphrase,which division of the and stimulates the secretion of hormones by the adrenal medulla,64.0,2026-03-16T18:02:32.228213+00:00
run_20260316T175410_eb5c4a5b,25,es,instruction,which division of the and stimulates the secretion of hormones by the adrenal medulla,64.0,2026-03-16T18:02:33.039391+00:00
run_20260316T175410_eb5c4a5b,25,es,context,which division of the and stimulates the secretion of hormones by the adrenal medulla,64.0,2026-03-16T18:02:33.866254+00:00
run_20260316T175410_eb5c4a5b,25,es,short,which division of the and stimulates the secretion of hormones by the adrenal medulla,64.0,2026-03-16T18:02:34.693411+00:00
run_20260316T175410_eb5c4a5b,26,es,base,how many seasons of pj masks are there,64.0,2026-03-16T18:02:35.502500+00:00
run_20260316T175410_eb5c4a5b,26,es,paraphrase,how many seasons of pj masks are there,64.0,2026-03-16T18:02:36.322623+00:00
run_20260316T175410_eb5c4a5b,26,es,instruction,how many seasons of pj masks are there,64.0,2026-03-16T18:02:37.136298+00:00
run_20260316T175410_eb5c4a5b,26,es,context,how many seasons of pj masks are there,64.0,2026-03-16T18:02:37.941200+00:00
run_20260316T175410_eb5c4a5b,26,es,short,how many seasons of pj masks are there,64.0,2026-03-16T18:02:38.758687+00:00
run_20260316T175410_eb5c4a5b,27,es,base,where is times square located in new york city,64.0,2026-03-16T18:02:39.567542+00:00
run_20260316T175410_eb5c4a5b,27,es,paraphrase,where is times square located in new york city,64.0,2026-03-16T18:02:40.378581+00:00
run_20260316T175410_eb5c4a5b,27,es,instruction,where is times square located in new york city,64.0,2026-03-16T18:02:41.187384+00:00
run_20260316T175410_eb5c4a5b,27,es,context,where is times square located in new york city,59.0,2026-03-16T18:02:41.966021+00:00
run_20260316T175410_eb5c4a5b,27,es,short,where is times square located in new york city,64.0,2026-03-16T18:02:42.785270+00:00
run_20260316T175410_eb5c4a5b,28,es,base,how many different types of hummingbirds are there,64.0,2026-03-16T18:02:43.602970+00:00
run_20260316T175410_eb5c4a5b,28,es,paraphrase,how many different types of hummingbirds are there,64.0,2026-03-16T18:02:44.415959+00:00
run_20260316T175410_eb5c4a5b,28,es,instruction,how many different types of hummingbirds are there,64.0,2026-03-16T18:02:45.230682+00:00
run_20260316T175410_eb5c4a5b,28,es,context,how many different types of hummingbirds are there,64.0,2026-03-16T18:02:46.044076+00:00
run_20260316T175410_eb5c4a5b,28,es,short,how many different types of hummingbirds are there,64.0,2026-03-16T18:02:46.861223+00:00
run_20260316T175410_eb5c4a5b,29,es,base,where did ice age the movie take place,64.0,2026-03-16T18:02:47.667170+00:00
run_20260316T175410_eb5c4a5b,29,es,paraphrase,where did ice age the movie take place,64.0,2026-03-16T18:02:48.483904+00:00
run_20260316T175410_eb5c4a5b,29,es,instruction,where did ice age the movie take place,64.0,2026-03-16T18:02:49.295671+00:00
run_20260316T175410_eb5c4a5b,29,es,context,where did ice age the movie take place,64.0,2026-03-16T18:02:50.113119+00:00
run_20260316T175410_eb5c4a5b,29,es,short,where did ice age the movie take place,64.0,2026-03-16T18:02:50.925647+00:00
run_20260316T175410_eb5c4a5b,30,es,base,historical and modern relationship between france and vietnam,64.0,2026-03-16T18:02:51.736133+00:00
run_20260316T175410_eb5c4a5b,30,es,paraphrase,historical and modern relationship between france and vietnam,64.0,2026-03-16T18:02:52.559358+00:00
run_20260316T175410_eb5c4a5b,30,es,instruction,historical and modern relationship between france and vietnam,64.0,2026-03-16T18:02:53.374634+00:00
run_20260316T175410_eb5c4a5b,30,es,context,historical and modern relationship between france and vietnam,64.0,2026-03-16T18:02:54.189885+00:00
run_20260316T175410_eb5c4a5b,30,es,short,historical and modern relationship between france and vietnam,64.0,2026-03-16T18:02:55.008418+00:00
run_20260316T175410_eb5c4a5b,31,es,base,what temperature does water boil at in fahrenheit,17.0,2026-03-16T18:02:55.501757+00:00
run_20260316T175410_eb5c4a5b,31,es,paraphrase,what temperature does water boil at in fahrenheit,64.0,2026-03-16T18:02:56.324017+00:00
run_20260316T175410_eb5c4a5b,31,es,instruction,what temperature does water boil at in fahrenheit,46.0,2026-03-16T18:02:57.018305+00:00
run_20260316T175410_eb5c4a5b,31,es,context,what temperature does water boil at in fahrenheit,17.0,2026-03-16T18:02:57.509850+00:00
run_20260316T175410_eb5c4a5b,31,es,short,what temperature does water boil at in fahrenheit,17.0,2026-03-16T18:02:57.998415+00:00
run_20260316T175410_eb5c4a5b,32,es,base,when did the redskins win the super bowl,64.0,2026-03-16T18:02:58.803572+00:00
run_20260316T175410_eb5c4a5b,32,es,paraphrase,when did the redskins win the super bowl,64.0,2026-03-16T18:02:59.627470+00:00
run_20260316T175410_eb5c4a5b,32,es,instruction,when did the redskins win the super bowl,64.0,2026-03-16T18:03:00.444883+00:00
run_20260316T175410_eb5c4a5b,32,es,context,when did the redskins win the super bowl,50.0,2026-03-16T18:03:01.156488+00:00
run_20260316T175410_eb5c4a5b,32,es,short,when did the redskins win the super bowl,54.0,2026-03-16T18:03:01.899156+00:00
run_20260316T175410_eb5c4a5b,33,es,base,where did the term flea market come from,64.0,2026-03-16T18:03:02.717280+00:00
run_20260316T175410_eb5c4a5b,33,es,paraphrase,where did the term flea market come from,64.0,2026-03-16T18:03:03.534319+00:00
run_20260316T175410_eb5c4a5b,33,es,instruction,where did the term flea market come from,64.0,2026-03-16T18:03:04.352421+00:00
run_20260316T175410_eb5c4a5b,33,es,context,where did the term flea market come from,64.0,2026-03-16T18:03:05.166749+00:00
run_20260316T175410_eb5c4a5b,33,es,short,where did the term flea market come from,64.0,2026-03-16T18:03:05.987113+00:00
run_20260316T175410_eb5c4a5b,34,es,base,they're creeping up on you stephen king,64.0,2026-03-16T18:03:06.812776+00:00
run_20260316T175410_eb5c4a5b,34,es,paraphrase,they're creeping up on you stephen king,64.0,2026-03-16T18:03:07.625600+00:00
run_20260316T175410_eb5c4a5b,34,es,instruction,they're creeping up on you stephen king,64.0,2026-03-16T18:03:08.447801+00:00
run_20260316T175410_eb5c4a5b,34,es,context,they're creeping up on you stephen king,31.0,2026-03-16T18:03:09.038664+00:00
run_20260316T175410_eb5c4a5b,34,es,short,they're creeping up on you stephen king,64.0,2026-03-16T18:03:09.853860+00:00
run_20260316T175410_eb5c4a5b,35,es,base,who sings don't forget me when i'm gone,64.0,2026-03-16T18:03:10.665082+00:00
run_20260316T175410_eb5c4a5b,35,es,paraphrase,who sings don't forget me when i'm gone,64.0,2026-03-16T18:03:11.480784+00:00
run_20260316T175410_eb5c4a5b,35,es,instruction,who sings don't forget me when i'm gone,27.0,2026-03-16T18:03:12.036869+00:00
run_20260316T175410_eb5c4a5b,35,es,context,who sings don't forget me when i'm gone,64.0,2026-03-16T18:03:12.849271+00:00
run_20260316T175410_eb5c4a5b,35,es,short,who sings don't forget me when i'm gone,64.0,2026-03-16T18:03:13.662133+00:00
run_20260316T175410_eb5c4a5b,36,es,base,who plays rory in my babysitters a vampire,40.0,2026-03-16T18:03:14.308225+00:00
run_20260316T175410_eb5c4a5b,36,es,paraphrase,who plays rory in my babysitters a vampire,64.0,2026-03-16T18:03:15.125332+00:00
run_20260316T175410_eb5c4a5b,36,es,instruction,who plays rory in my babysitters a vampire,38.0,2026-03-16T18:03:15.789810+00:00
run_20260316T175410_eb5c4a5b,36,es,context,who plays rory in my babysitters a vampire,44.0,2026-03-16T18:03:16.467414+00:00
